Source_row,中文名,学名,省份,引用,原搁置原因,建议裁定,置信度,裁定依据
298,,Japalura variegata,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
303,,Japalura zhaoermii,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
304,裸耳攀蜥,Japalura dymondi,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
310,草绿攀蜥,Japalura flaviceps,西藏,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
311,巴塘攀蜥,Japalura batangensis,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
312,米仓山攀蜥,Japalura micangshanensis,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
313,,Japalura variegata,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
314,,Japalura zhaoermii,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
315,裸耳攀蜥,Japalura dymondi,,Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Jap,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
336,刘氏掌突蟾,Leptolalax liui,福建,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
338,峨眉掌突蟾,Leptolalax oshanensis,四川,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
339,高山掌突蟾,Leptolalax alpinus,云南、广西,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
342,腹斑掌突蟾,Leptolalax ventripunctatus,云南,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
343,刘氏掌突蟾,Leptolalax liui,福建,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
344,黄脊游蛇,Coluber spinalis,辽宁,nan,记录类型无法判定（原表未标注且引用无线索）,待溯源-无引用信息,需人工,该行无文献引用，无法验证记录性质；请补充来源后再判定（建议查网盘合并前原始表）
345,峨眉掌突蟾,Leptolalax oshanensis,四川,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
346,高山掌突蟾,Leptolalax alpinus,云南、广西,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
347,腹斑掌突蟾,Leptolalax ventripunctatus,云南,Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
348,滑腹攀蜥,Diploderma laeviventre,,Unknown Author (2019). A new species of Mountain Dragon (Reptilia: Agamidae: Diploderma) from the D. dymondi c,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
351,米仓山攀蜥,Diploderma micangshanense,,Unknown Author (2019). A new species of Mountain Dragon (Reptilia: Agamidae: Diploderma) from the D. dymondi c,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
378,腹斑倭蛙,Nanorana ventripunctata,云南,Shangjing Tang and Shuo Liu and Guohua Yu (2023). A New Species of Nanorana (Anura: Dicroglossidae) from North,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
379,倭蛙,Nanorana pleskei,,Shangjing Tang and Shuo Liu and Guohua Yu (2023). A New Species of Nanorana (Anura: Dicroglossidae) from North,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
382,邦达倭蛙,Nanorana bangdaensis,,Shangjing Tang and Shuo Liu and Guohua Yu (2023). A New Species of Nanorana (Anura: Dicroglossidae) from North,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
384,沼蛙,Boulengerana guentheri,澳门,黄继展、葛研、龚世平、简汉彪、李志锐、吴作谦 (2015) 动物学杂志 10.13859/j.cjz.201502016,记录类型无法判定（原表未标注且引用无线索）,排除-伴随物种（调查背景种）,高,"已核原文：《澳门发现台北纤蛙》(动物学杂志2015,50(2))仅报道台北纤蛙一种澳门新纪录，本行为文中背景种"
385,,Allopaa hazarensis,,Shangjing Tang and Shuo Liu and Guohua Yu (2023). A New Species of Nanorana (Anura: Dicroglossidae) from North,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
388,渔游蛇,Xenochrophis piscator,澳门,黄继展、葛研、龚世平、简汉彪、李志锐、吴作谦 (2015) 动物学杂志 10.13859/j.cjz.201502016,记录类型无法判定（原表未标注且引用无线索）,排除-伴随物种（调查背景种）,高,"已核原文：《澳门发现台北纤蛙》(动物学杂志2015,50(2))仅报道台北纤蛙一种澳门新纪录，本行为文中背景种"
395,鼻臭蛙,Odorrana nasica,,"Wei-Cai Chen and Yun-Ming Mo and Li Lin and Kun Qin (2024). A new species of Odorrana Fei, Ye & Huang, 1990 (A",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
396,封开臭蛙,Odorrana fengkaiensis,广东,"Wei-Cai Chen and Yun-Ming Mo and Li Lin and Kun Qin (2024). A new species of Odorrana Fei, Ye & Huang, 1990 (A",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
397,合江臭蛙,Odorrana hejiangensis,四川,"Wei-Cai Chen and Yun-Ming Mo and Li Lin and Kun Qin (2024). A new species of Odorrana Fei, Ye & Huang, 1990 (A",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
400,秉志肥螈,Pachytriton granulosus,浙江,Zhirong He and Siyu Wu and Shanqing Wang and Li Ma and Na Zhao and Xiaobing Wu and Supen Wang (2025). A New Sp,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
401,费氏肥螈,Pachytriton feii,,Zhirong He and Siyu Wu and Shanqing Wang and Li Ma and Na Zhao and Xiaobing Wu and Supen Wang (2025). A New Sp,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
402,黑斑肥螈,Pachytriton brevipes,,Zhirong He and Siyu Wu and Shanqing Wang and Li Ma and Na Zhao and Xiaobing Wu and Supen Wang (2025). A New Sp,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
408,黄斑肥螈,Pachytriton xanthospilos,,Zhirong He and Siyu Wu and Shanqing Wang and Li Ma and Na Zhao and Xiaobing Wu and Supen Wang (2025). A New Sp,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
410,秉志肥螈,Pachytriton granulosus,浙江,Zhirong HE and Jiaqi LI and Siyu WU and Shanqing WANG and Na ZHAO and Li Ma and Jianping JIANG and Xiaobing WU,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
411,费氏肥螈,Pachytriton feii,安徽,Zhirong HE and Jiaqi LI and Siyu WU and Shanqing WANG and Na ZHAO and Li Ma and Jianping JIANG and Xiaobing WU,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
412,锈链腹链蛇,Amphiesma craspedogaster,,nan,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
413,黑斑肥螈,Pachytriton brevipes,,Zhirong HE and Jiaqi LI and Siyu WU and Shanqing WANG and Na ZHAO and Li Ma and Jianping JIANG and Xiaobing WU,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
414,南方肥螈,Pachytriton airobranchiatus,,Zhirong HE and Jiaqi LI and Siyu WU and Shanqing WANG and Na ZHAO and Li Ma and Jianping JIANG and Xiaobing WU,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
415,弓斑肥螈,Pachytriton archospotus,,"Nishikawa, Kanto and Matsui, Masafumi and Jiang, Jian-Ping (2012). A New Species of Pachytriton from China (Am",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
416,黑斑肥螈,Pachytriton brevipes,,"Nishikawa, Kanto and Matsui, Masafumi and Jiang, Jian-Ping (2012). A New Species of Pachytriton from China (Am",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
421,莫氏肥螈,Pachytriton moi,,"Nishikawa, Kanto and Matsui, Masafumi and Jiang, Jian-Ping (2012). A New Species of Pachytriton from China (Am",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
422,费氏肥螈,Pachytriton feii,,"Nishikawa, Kanto and Matsui, Masafumi and Jiang, Jian-Ping (2012). A New Species of Pachytriton from China (Am",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
423,秉志肥螈,Pachytriton granulosus,,"Nishikawa, Kanto and Matsui, Masafumi and Jiang, Jian-Ping (2012). A New Species of Pachytriton from China (Am",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
426,瑶山肥螈,Pachytriton inexpectatus,,"Nishikawa, Kanto and Matsui, Masafumi and Jiang, Jian-Ping (2012). A New Species of Pachytriton from China (Am",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
434,百色壁虎,Gekko paucituberculatus,,徐宇浩、吴家祥、龚宴安、侯勉、梁晟铭、彭丽芳 (2024) 动物学杂志 10.13859/j.cjz.202424028,记录类型无法判定（原表未标注且引用无线索）,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
